frame_number,timestamp,max_value,min_value,mean_value,std_value
1.880000000000000000e+02,1.759158783522131920e+09,1.598792523145675659e-01,-1.520573496818542480e-01,-4.452417354108332111e-06,1.283514293288750586e-02
1.890000000000000000e+02,1.759158783536767483e+09,1.598534435033798218e-01,-1.523930430412292480e-01,-4.920955208739718235e-06,1.283205076503025725e-02
1.900000000000000000e+02,1.759158783552790880e+09,1.594872325658798218e-01,-1.520761251449584961e-01,7.269382945440900009e-07,1.283549486520513955e-02
1.910000000000000000e+02,1.759158783568593264e+09,1.599168181419372559e-01,-1.520714312791824341e-01,-3.070415602685956843e-06,1.284245621212987132e-02
1.920000000000000000e+02,1.759158783583006859e+09,1.596186906099319458e-01,-1.523554772138595581e-01,-3.008875446068966036e-06,1.284481347155424537e-02
1.930000000000000000e+02,1.759158783600083351e+09,1.602783352136611938e-01,-1.522263735532760620e-01,-5.755539979465920283e-06,1.283780457501401163e-02
1.940000000000000000e+02,1.759158783615276575e+09,1.597407609224319458e-01,-1.520526558160781860e-01,-3.464806385427583532e-06,1.284474575612214522e-02
1.950000000000000000e+02,1.759158783631100416e+09,1.593698561191558838e-01,-1.520996093750000000e-01,-4.310517029289355988e-07,1.284374274955275320e-02
1.960000000000000000e+02,1.759158783645955563e+09,1.595341712236404419e-01,-1.521089971065521240e-01,-2.142766771320351145e-06,1.284408606636990892e-02
1.970000000000000000e+02,1.759158783661819458e+09,1.596750319004058838e-01,-1.521958559751510620e-01,-3.266029888325363720e-06,1.282805301838756823e-02
1.980000000000000000e+02,1.759158783676816702e+09,1.596186906099319458e-01,-1.522686332464218140e-01,-5.788658267888227198e-06,1.283419913113822280e-02
1.990000000000000000e+02,1.759158783692187309e+09,1.590247601270675659e-01,-1.522944420576095581e-01,-2.319468431248120861e-06,1.284498193934243554e-02
2.000000000000000000e+02,1.759158783708041906e+09,1.595576554536819458e-01,-1.522991508245468140e-01,-3.561048815730026381e-06,1.283932043337166970e-02
2.010000000000000000e+02,1.759158783723514795e+09,1.595999002456665039e-01,-1.522122919559478760e-01,-2.352591529051517192e-06,1.282860562053779983e-02
2.020000000000000000e+02,1.759158783738992214e+09,1.597337126731872559e-01,-1.523813009262084961e-01,-4.042271128003360935e-07,1.283368658831704825e-02
2.030000000000000000e+02,1.759158783754953623e+09,1.599543839693069458e-01,-1.523437500000000000e-01,-1.355536616917942767e-06,1.283506621555876963e-02
2.040000000000000000e+02,1.759158783770900726e+09,1.598933488130569458e-01,-1.523437500000000000e-01,-2.896860193750301440e-06,1.284925017066725420e-02
2.050000000000000000e+02,1.759158783786072254e+09,1.599074304103851318e-01,-1.523155719041824341e-01,-2.961546118037541076e-06,1.284429821338106507e-02
2.060000000000000000e+02,1.759158783801842690e+09,1.598769128322601318e-01,-1.524141728878021240e-01,-2.261087698779955449e-06,1.284032160927593702e-02
2.070000000000000000e+02,1.759158783816850185e+09,1.601938307285308838e-01,-1.525338888168334961e-01,-2.887395980576090305e-06,1.283819390944785158e-02
2.080000000000000000e+02,1.759158783832116127e+09,1.598393470048904419e-01,-1.525080651044845581e-01,-5.591464276286603089e-06,1.285549933064456321e-02
2.090000000000000000e+02,1.759158783846759319e+09,1.597947478294372559e-01,-1.523320078849792480e-01,-4.255217528263226065e-06,1.285288132094242891e-02
2.100000000000000000e+02,1.759158783863289356e+09,1.598088294267654419e-01,-1.525831967592239380e-01,-7.162776953048715397e-06,1.283192896132153565e-02
2.110000000000000000e+02,1.759158783878110409e+09,1.596679836511611938e-01,-1.525785028934478760e-01,-2.870055173343888784e-06,1.284761284829625053e-02
2.120000000000000000e+02,1.759158783893623114e+09,1.598276197910308838e-01,-1.524235606193542480e-01,-3.927052708385789658e-06,1.283593573663683284e-02
2.130000000000000000e+02,1.759158783909228802e+09,1.596116423606872559e-01,-1.522428095340728760e-01,-2.748576426492407852e-06,1.284389058737745587e-02
2.140000000000000000e+02,1.759158783924816370e+09,1.598557829856872559e-01,-1.524564325809478760e-01,-2.444088858391863756e-06,1.284174852614373800e-02
2.150000000000000000e+02,1.759158783940710306e+09,1.597477942705154419e-01,-1.525104194879531860e-01,-4.031195389693591812e-06,1.284000824677638056e-02
2.160000000000000000e+02,1.759158783954927683e+09,1.596022546291351318e-01,-1.524141728878021240e-01,-5.378471756913430883e-06,1.284320561233608972e-02
2.170000000000000000e+02,1.759158783970951080e+09,1.599097698926925659e-01,-1.524446904659271240e-01,-2.291068515767874119e-06,1.283483839831110578e-02
2.180000000000000000e+02,1.759158783986131907e+09,1.596445143222808838e-01,-1.523437500000000000e-01,-6.556959766123660058e-06,1.283530433148713686e-02
2.190000000000000000e+02,1.759158784002142906e+09,1.597031950950622559e-01,-1.523977369070053101e-01,-5.004578092458819170e-06,1.284767387903419482e-02
2.200000000000000000e+02,1.759158784017437458e+09,1.594308912754058838e-01,-1.522827148437500000e-01,-2.093861791087620445e-06,1.284638800678735045e-02
2.210000000000000000e+02,1.759158784032880306e+09,1.593698561191558838e-01,-1.522381156682968140e-01,-4.103739384418908529e-06,1.284241612758891225e-02
2.220000000000000000e+02,1.759158784048043251e+09,1.596421599388122559e-01,-1.523977369070053101e-01,-4.925697061986695281e-07,1.285000757640707147e-02
2.230000000000000000e+02,1.759158784063225746e+09,1.592806428670883179e-01,-1.524212211370468140e-01,-4.321478515383313042e-06,1.283671942862490110e-02
2.240000000000000000e+02,1.759158784078437328e+09,1.597008556127548218e-01,-1.524446904659271240e-01,-5.632462018968820126e-06,1.283440863665712833e-02
2.250000000000000000e+02,1.759158784093847036e+09,1.596914529800415039e-01,-1.524963378906250000e-01,-4.103766564130197265e-06,1.284101955004874826e-02
2.260000000000000000e+02,1.759158784109464645e+09,1.598323136568069458e-01,-1.524775475263595581e-01,-2.939469213565741776e-06,1.282513954504602323e-02
2.270000000000000000e+02,1.759158784124736547e+09,1.597431004047393799e-01,-1.522897481918334961e-01,-3.901816953241914773e-06,1.285385341646222597e-02
2.280000000000000000e+02,1.759158784140842438e+09,1.599144786596298218e-01,-1.525597125291824341e-01,-3.772432406428320532e-06,1.283867603921709857e-02
2.290000000000000000e+02,1.759158784156347036e+09,1.595060080289840698e-01,-1.523531377315521240e-01,-4.640151352853986012e-06,1.286300744691408482e-02
2.300000000000000000e+02,1.759158784171494246e+09,1.598323136568069458e-01,-1.524071246385574341e-01,-4.973024349614431550e-06,1.284197786640978341e-02
2.310000000000000000e+02,1.759158784186812401e+09,1.595553010702133179e-01,-1.523179262876510620e-01,-5.110287886313877704e-06,1.285943044390979416e-02
2.320000000000000000e+02,1.759158784202950239e+09,1.593487262725830078e-01,-1.521559506654739380e-01,-9.453512062911555174e-07,1.284475785485385962e-02
2.330000000000000000e+02,1.759158784218287706e+09,1.595858186483383179e-01,-1.522662788629531860e-01,-1.396563286788164914e-06,1.284322195710942138e-02
2.340000000000000000e+02,1.759158784234077454e+09,1.598909944295883179e-01,-1.524587720632553101e-01,-6.542767863951696844e-06,1.284669626508872994e-02
2.350000000000000000e+02,1.759158784250581503e+09,1.595482677221298218e-01,-1.523672193288803101e-01,-4.663802666153705420e-06,1.283683065635376347e-02
2.360000000000000000e+02,1.759158784264960527e+09,1.593980193138122559e-01,-1.523507833480834961e-01,-3.023080536219714868e-06,1.285090265619002504e-02
2.370000000000000000e+02,1.759158784279979706e+09,1.596539020538330078e-01,-1.522850543260574341e-01,-4.884673095234966438e-06,1.284149615646484020e-02
2.380000000000000000e+02,1.759158784295370579e+09,1.596797257661819458e-01,-1.521089971065521240e-01,-5.159189698290031903e-06,1.284437466895205389e-02
2.390000000000000000e+02,1.759158784310649157e+09,1.593721956014633179e-01,-1.523766070604324341e-01,-4.105304193126846960e-07,1.285615955591388852e-02
2.400000000000000000e+02,1.759158784326128483e+09,1.589332073926925659e-01,-1.524188667535781860e-01,-1.582718765795958019e-06,1.286477794285644828e-02
2.410000000000000000e+02,1.759158784341709852e+09,1.597571820020675659e-01,-1.524775475263595581e-01,-1.959743838081335965e-06,1.284332890698752609e-02
2.420000000000000000e+02,1.759158784356389999e+09,1.596820652484893799e-01,-1.524141728878021240e-01,-1.099950196703503025e-06,1.284209756912663147e-02
2.430000000000000000e+02,1.759158784373133421e+09,1.598980426788330078e-01,-1.523413956165313721e-01,-4.457133373396680672e-06,1.283481015942209390e-02
2.440000000000000000e+02,1.759158784389179468e+09,1.592571735382080078e-01,-1.522662788629531860e-01,-5.686119054008554557e-06,1.284513633520364094e-02
2.450000000000000000e+02,1.759158784405223370e+09,1.599590778350830078e-01,-1.524540781974792480e-01,-6.130999398490736136e-06,1.284569511098786893e-02
2.460000000000000000e+02,1.759158784420497656e+09,1.595036536455154419e-01,-1.523202657699584961e-01,-4.826320933002583746e-06,1.285331501048098124e-02
2.470000000000000000e+02,1.759158784435974121e+09,1.596632897853851318e-01,-1.523390561342239380e-01,-5.574108204762777977e-06,1.284123782128821292e-02
2.480000000000000000e+02,1.759158784451981783e+09,1.592407375574111938e-01,-1.521817743778228760e-01,-3.873409760428809460e-06,1.284309685241730170e-02
2.490000000000000000e+02,1.759158784467512608e+09,1.597994416952133179e-01,-1.522662788629531860e-01,-4.783665826468472489e-07,1.284349905362848487e-02
2.500000000000000000e+02,1.759158784483425856e+09,1.595036536455154419e-01,-1.522357612848281860e-01,-2.117530277976056058e-06,1.284420475438734222e-02
2.510000000000000000e+02,1.759158784499986172e+09,1.592243015766143799e-01,-1.522521972656250000e-01,-2.715457275792110278e-06,1.284999018298501466e-02
2.520000000000000000e+02,1.759158784514999151e+09,1.598346531391143799e-01,-1.521160453557968140e-01,-5.564648480537803818e-06,1.284039556983692688e-02
2.530000000000000000e+02,1.759158784531030893e+09,1.596985012292861938e-01,-1.521864682435989380e-01,-6.697374958065743768e-06,1.284470319072602597e-02
2.540000000000000000e+02,1.759158784547073841e+09,1.599332541227340698e-01,-1.525526791810989380e-01,-4.020153976404545456e-06,1.284099503271156871e-02
2.550000000000000000e+02,1.759158784562432766e+09,1.596632897853851318e-01,-1.521888077259063721e-01,-3.027807186144219709e-06,1.284226067572976498e-02
2.560000000000000000e+02,1.759158784578186035e+09,1.593581140041351318e-01,-1.522850543260574341e-01,-4.087973105660855772e-06,1.283364375060086840e-02
2.570000000000000000e+02,1.759158784593446970e+09,1.594731360673904419e-01,-1.522568911314010620e-01,-6.011106731704628807e-06,1.284036421955899246e-02
2.580000000000000000e+02,1.759158784609070539e+09,1.598346531391143799e-01,-1.522099375724792480e-01,-6.861448374672696201e-06,1.284070524736671826e-02
2.590000000000000000e+02,1.759158784624479532e+09,1.596679836511611938e-01,-1.522240191698074341e-01,-1.625307171314987831e-06,1.283843625144735073e-02
2.600000000000000000e+02,1.759158784639414072e+09,1.596398204565048218e-01,-1.522428095340728760e-01,-1.652115936205215570e-06,1.284016405048973679e-02
2.610000000000000000e+02,1.759158784654437065e+09,1.599942892789840698e-01,-1.522756665945053101e-01,-4.556524999699871206e-06,1.283610634671544966e-02
2.620000000000000000e+02,1.759158784671088457e+09,1.598745584487915039e-01,-1.520855277776718140e-01,-1.297171455573617857e-06,1.283735788091810472e-02
2.630000000000000000e+02,1.759158784686266184e+09,1.596844196319580078e-01,-1.522803604602813721e-01,-1.273477196918143942e-06,1.284935942294629721e-02
2.640000000000000000e+02,1.759158784702113390e+09,1.595576554536819458e-01,-1.522263735532760620e-01,-6.320308578951440621e-06,1.284145668587492219e-02
2.650000000000000000e+02,1.759158784717195034e+09,1.594379246234893799e-01,-1.523578315973281860e-01,-2.568726567310184300e-06,1.284225982518034936e-02
2.660000000000000000e+02,1.759158784734874487e+09,1.598463952541351318e-01,-1.522122919559478760e-01,-4.613329366826311511e-06,1.283348323601533371e-02
2.670000000000000000e+02,1.759158784748079300e+09,1.599637717008590698e-01,-1.523484438657760620e-01,-4.371955026669482074e-06,1.283374804564413850e-02
2.680000000000000000e+02,1.759158784763475895e+09,1.599872410297393799e-01,-1.523202657699584961e-01,-1.996040850979634881e-06,1.283716700532621172e-02
2.690000000000000000e+02,1.759158784779333115e+09,1.597501486539840698e-01,-1.523813009262084961e-01,-4.272549618129291490e-06,1.284732962359277746e-02
2.700000000000000000e+02,1.759158784795043945e+09,1.596703380346298218e-01,-1.522169858217239380e-01,-5.288549634959356829e-06,1.284412820202224421e-02
2.710000000000000000e+02,1.759158784810359240e+09,1.597665846347808838e-01,-1.522193253040313721e-01,-4.327773421599670874e-06,1.283802402698668542e-02
2.720000000000000000e+02,1.759158784826240301e+09,1.596539020538330078e-01,-1.523343622684478760e-01,-1.270347992839492407e-06,1.284352769372668068e-02
2.730000000000000000e+02,1.759158784841828823e+09,1.599168181419372559e-01,-1.521348208189010620e-01,-3.125626743826370328e-06,1.283820832349418656e-02
2.740000000000000000e+02,1.759158784857258081e+09,1.597806662321090698e-01,-1.522521972656250000e-01,-3.472702575948617117e-06,1.284846008694257025e-02
2.750000000000000000e+02,1.759158784872692585e+09,1.601633131504058838e-01,-1.522874087095260620e-01,-3.898659468645551312e-06,1.284682335275092596e-02
2.760000000000000000e+02,1.759158784887926579e+09,1.597524881362915039e-01,-1.523014903068542480e-01,-9.027446185183346309e-07,1.284123289990201679e-02
2.770000000000000000e+02,1.759158784903448820e+09,1.597431004047393799e-01,-1.523719131946563721e-01,-3.690418690982164024e-06,1.284084648218161880e-02
2.780000000000000000e+02,1.759158784918959618e+09,1.595388650894165039e-01,-1.524611264467239380e-01,-3.378057253334807292e-06,1.284485880543996539e-02
2.790000000000000000e+02,1.759158784934174299e+09,1.599919348955154419e-01,-1.523413956165313721e-01,-2.983636953272692741e-06,1.284761658949510818e-02
2.800000000000000000e+02,1.759158784949473381e+09,1.597219705581665039e-01,-1.521418541669845581e-01,-4.662225611509125101e-06,1.284264110973787169e-02
2.810000000000000000e+02,1.759158784965337753e+09,1.592172682285308838e-01,-1.521676778793334961e-01,-4.431892436944616183e-06,1.284887200855059503e-02
2.820000000000000000e+02,1.759158784979410648e+09,1.599379479885101318e-01,-1.522475033998489380e-01,-5.659288386218283967e-06,1.284542531184686837e-02
2.830000000000000000e+02,1.759158784994850874e+09,1.593980193138122559e-01,-1.523202657699584961e-01,-2.150651890210317624e-06,1.285039787395844506e-02
2.840000000000000000e+02,1.759158785011318445e+09,1.596045941114425659e-01,-1.522498428821563721e-01,-3.792964570669526981e-06,1.283281307057340496e-02
2.850000000000000000e+02,1.759158785026712894e+09,1.595740765333175659e-01,-1.522216796875000000e-01,-3.013624778504059702e-06,1.284615059721595613e-02
2.860000000000000000e+02,1.759158785042722464e+09,1.599003821611404419e-01,-1.522005498409271240e-01,-3.521623469893750403e-06,1.283738281888623448e-02
2.870000000000000000e+02,1.759158785058239222e+09,1.597971022129058838e-01,-1.522263735532760620e-01,-2.511928344315541739e-06,1.284190876436718323e-02
2.880000000000000000e+02,1.759158785073804617e+09,1.600553244352340698e-01,-1.523132324218750000e-01,-4.769514253938165818e-06,1.282972817042002736e-02
2.890000000000000000e+02,1.759158785088979244e+09,1.601140052080154419e-01,-1.523108780384063721e-01,-5.451055597194515152e-06,1.283879654392726215e-02
2.900000000000000000e+02,1.759158785104608059e+09,1.601257473230361938e-01,-1.521981954574584961e-01,-5.701891477509624880e-06,1.283718126031176653e-02
2.910000000000000000e+02,1.759158785119748354e+09,1.598628312349319458e-01,-1.522146314382553101e-01,-4.214169036632356834e-06,1.283570118384203852e-02
2.920000000000000000e+02,1.759158785133991957e+09,1.596632897853851318e-01,-1.524094790220260620e-01,-2.240580538614022769e-06,1.282920264797922198e-02
2.930000000000000000e+02,1.759158785151068449e+09,1.599543839693069458e-01,-1.525033712387084961e-01,-3.734591870848787727e-06,1.285045692794231642e-02
2.940000000000000000e+02,1.759158785166051149e+09,1.601797342300415039e-01,-1.524165123701095581e-01,-3.906550954609649176e-06,1.285329114158733840e-02
2.950000000000000000e+02,1.759158785183053255e+09,1.596891134977340698e-01,-1.522874087095260620e-01,-7.438857582297880859e-06,1.284861514404587318e-02
2.960000000000000000e+02,1.759158785198220015e+09,1.601656526327133179e-01,-1.523719131946563721e-01,-7.579266094374224706e-06,1.282648315030229108e-02
2.970000000000000000e+02,1.759158785213354826e+09,1.601867824792861938e-01,-1.525315493345260620e-01,-8.970729579253065679e-06,1.284308516045380363e-02
2.980000000000000000e+02,1.759158785229273319e+09,1.593839377164840698e-01,-1.523343622684478760e-01,-3.247100195377213601e-06,1.285530653438823542e-02
2.990000000000000000e+02,1.759158785244867563e+09,1.597548425197601318e-01,-1.525104194879531860e-01,-2.191672062969446783e-06,1.284302904116813027e-02
3.000000000000000000e+02,1.759158785260462046e+09,1.598534435033798218e-01,-1.523672193288803101e-01,-4.106911231910852002e-06,1.284547007559803077e-02
3.010000000000000000e+02,1.759158785275648117e+09,1.598276197910308838e-01,-1.525597125291824341e-01,-4.769515267951412221e-06,1.284923935396182181e-02
3.020000000000000000e+02,1.759158785290385723e+09,1.597971022129058838e-01,-1.524681597948074341e-01,-5.979552173798960797e-06,1.284803131259652439e-02
3.030000000000000000e+02,1.759158785306043148e+09,1.598745584487915039e-01,-1.523320078849792480e-01,-6.048967900069964121e-06,1.284914825418849438e-02
3.040000000000000000e+02,1.759158785321405411e+09,1.598299592733383179e-01,-1.523038446903228760e-01,-4.707985573426784897e-06,1.284628851865777729e-02
3.050000000000000000e+02,1.759158785336255074e+09,1.597102433443069458e-01,-1.525221616029739380e-01,-2.442502655624163660e-06,1.284655201401963855e-02
3.060000000000000000e+02,1.759158785352786064e+09,1.596116423606872559e-01,-1.524282544851303101e-01,-3.434840227776730530e-06,1.285053368340049150e-02
3.070000000000000000e+02,1.759158785368461370e+09,1.599661111831665039e-01,-1.526231020689010620e-01,-4.075378929884522719e-06,1.285706752785793772e-02
3.080000000000000000e+02,1.759158785384192944e+09,1.599849015474319458e-01,-1.526207476854324341e-01,-2.726464130116147881e-06,1.283737646516916464e-02
3.090000000000000000e+02,1.759158785399150610e+09,1.590247601270675659e-01,-1.522850543260574341e-01,-3.917606952055755309e-06,1.284383513852849386e-02
3.100000000000000000e+02,1.759158785415169716e+09,1.597971022129058838e-01,-1.523977369070053101e-01,-5.750791861371282574e-06,1.284478478562612290e-02
3.110000000000000000e+02,1.759158785431055069e+09,1.599684655666351318e-01,-1.525385826826095581e-01,-3.575232010620976323e-06,1.284707558801983195e-02
3.120000000000000000e+02,1.759158785446226597e+09,1.595083475112915039e-01,-1.524399966001510620e-01,-5.477861705571740458e-06,1.284590072638910549e-02
3.130000000000000000e+02,1.759158785462468863e+09,1.596304178237915039e-01,-1.525291949510574341e-01,-2.276872445995356947e-06,1.285449172575842298e-02
3.140000000000000000e+02,1.759158785478160143e+09,1.594731360673904419e-01,-1.524799019098281860e-01,-6.435483906214954416e-06,1.284645435716413875e-02
3.150000000000000000e+02,1.759158785494255066e+09,1.603135466575622559e-01,-1.524141728878021240e-01,-5.861230201917937721e-06,1.284458047920745798e-02
3.160000000000000000e+02,1.759158785509165287e+09,1.605882048606872559e-01,-1.526770889759063721e-01,-4.682727699163948172e-06,1.284508587959719283e-02
3.170000000000000000e+02,1.759158785525204420e+09,1.597736179828643799e-01,-1.521582901477813721e-01,-3.551579878439854545e-06,1.284511412066005262e-02
3.180000000000000000e+02,1.759158785540817976e+09,1.597900539636611938e-01,-1.523719131946563721e-01,-5.066116272086151113e-06,1.283880451907650107e-02
3.190000000000000000e+02,1.759158785557314157e+09,1.597454547882080078e-01,-1.523202657699584961e-01,-5.761838382163757876e-06,1.285457397005062424e-02
3.200000000000000000e+02,1.759158785572840214e+09,1.594144552946090698e-01,-1.523437500000000000e-01,-3.426962828895387323e-06,1.284971602893372408e-02
3.210000000000000000e+02,1.759158785588043928e+09,1.595599949359893799e-01,-1.524188667535781860e-01,-5.785503352094858592e-06,1.284328456757129200e-02
3.220000000000000000e+02,1.759158785603640318e+09,1.597876995801925659e-01,-1.526277959346771240e-01,-5.679814405716472004e-06,1.284722295965238896e-02
3.230000000000000000e+02,1.759158785619030714e+09,1.598182171583175659e-01,-1.523437500000000000e-01,-2.014982692986127701e-06,1.284530232663297009e-02
3.240000000000000000e+02,1.759158785634191990e+09,1.595881730318069458e-01,-1.522686332464218140e-01,-4.400363127296435285e-06,1.284038620235119534e-02
3.250000000000000000e+02,1.759158785650233030e+09,1.599802076816558838e-01,-1.522686332464218140e-01,-3.221855152599355817e-06,1.284986903374195182e-02
3.260000000000000000e+02,1.759158785665255070e+09,1.598111838102340698e-01,-1.522944420576095581e-01,-2.502460548019479010e-06,1.285158720190070041e-02
3.270000000000000000e+02,1.759158785681340694e+09,1.597712785005569458e-01,-1.524376422166824341e-01,-5.050337529950098045e-06,1.285790071286179934e-02
3.280000000000000000e+02,1.759158785696067810e+09,1.597830057144165039e-01,-1.524235606193542480e-01,3.246351193790057424e-07,1.283870809719062783e-02
3.290000000000000000e+02,1.759158785712276936e+09,1.599262058734893799e-01,-1.525338888168334961e-01,-2.022866360535254187e-06,1.283443876083095389e-02
3.300000000000000000e+02,1.759158785727031231e+09,1.598909944295883179e-01,-1.524540781974792480e-01,-2.466171713544471065e-06,1.284313980982293608e-02
3.310000000000000000e+02,1.759158785742502928e+09,1.598182171583175659e-01,-1.523883491754531860e-01,-6.586944931327512092e-06,1.283559225631476265e-02
3.320000000000000000e+02,1.759158785758250952e+09,1.595717370510101318e-01,-1.522874087095260620e-01,-3.811888709312751561e-06,1.284172302898621380e-02
3.330000000000000000e+02,1.759158785774191141e+09,1.602806895971298218e-01,-1.525033712387084961e-01,-5.596187399474260120e-06,1.285113248327080307e-02
3.340000000000000000e+02,1.759158785789572001e+09,1.599355936050415039e-01,-1.523695737123489380e-01,-1.822510013223001461e-06,1.284595255583249884e-02
3.350000000000000000e+02,1.759158785804504156e+09,1.595646888017654419e-01,-1.521606445312500000e-01,1.204957457855104375e-06,1.283847035757375993e-02
3.360000000000000000e+02,1.759158785821010351e+09,1.596938073635101318e-01,-1.521653383970260620e-01,-5.823372877665205241e-06,1.284268443168650430e-02
3.370000000000000000e+02,1.759158785836633682e+09,1.599496901035308838e-01,-1.523061841726303101e-01,-2.639710710929394195e-06,1.284215177589162482e-02
3.380000000000000000e+02,1.759158785852306366e+09,1.600060313940048218e-01,-1.522498428821563721e-01,-2.144335834880435399e-06,1.284807248524078363e-02
3.390000000000000000e+02,1.759158785868831396e+09,1.600905358791351318e-01,-1.522498428821563721e-01,-4.487100668679935455e-06,1.284771800341162271e-02
3.400000000000000000e+02,1.759158785884595156e+09,1.597642302513122559e-01,-1.524963378906250000e-01,-3.362280868978198151e-06,1.284496388708008564e-02
3.410000000000000000e+02,1.759158785900423765e+09,1.599238663911819458e-01,-1.524353027343750000e-01,-3.040441647554401830e-06,1.283989830956343801e-02
3.420000000000000000e+02,1.759158785915937901e+09,1.598651707172393799e-01,-1.524775475263595581e-01,-6.000058854615955140e-06,1.283939147088118855e-02
3.430000000000000000e+02,1.759158785931203842e+09,1.596210300922393799e-01,-1.523507833480834961e-01,-3.270775671866900988e-06,1.284936919127626850e-02
3.440000000000000000e+02,1.759158785947201252e+09,1.596398204565048218e-01,-1.524094790220260620e-01,-1.407591515001718745e-06,1.285178698302220056e-02
3.450000000000000000e+02,1.759158785962264299e+09,1.594966202974319458e-01,-1.523343622684478760e-01,-6.714728146925329800e-06,1.285158794270811582e-02
3.460000000000000000e+02,1.759158785978390455e+09,1.598252654075622559e-01,-1.524376422166824341e-01,-4.228371191706789950e-06,1.285184363284311987e-02
3.470000000000000000e+02,1.759158785993480682e+09,1.598722189664840698e-01,-1.527029126882553101e-01,-5.772882060479679804e-06,1.285049574301976548e-02
3.480000000000000000e+02,1.759158786009215832e+09,1.600928753614425659e-01,-1.526090204715728760e-01,-6.812544273068078980e-06,1.284650049147235788e-02
3.490000000000000000e+02,1.759158786025210381e+09,1.598229259252548218e-01,-1.525949239730834961e-01,-5.185998429868793332e-06,1.285062741003837293e-02
3.500000000000000000e+02,1.759158786040911674e+09,1.594285368919372559e-01,-1.523531377315521240e-01,-3.882893352471900842e-06,1.284923477330949561e-02
3.510000000000000000e+02,1.759158786057012081e+09,1.601163595914840698e-01,-1.528296768665313721e-01,-7.517732981909830414e-06,1.285150889534090145e-02
3.520000000000000000e+02,1.759158786072638750e+09,1.597900539636611938e-01,-1.524165123701095581e-01,-1.644230475949126440e-06,1.284268633542173972e-02
3.530000000000000000e+02,1.759158786087921858e+09,1.597149372100830078e-01,-1.524939835071563721e-01,-3.723536471481018429e-06,1.285550043656096507e-02
3.540000000000000000e+02,1.759158786103218794e+09,1.597407609224319458e-01,-1.525479853153228760e-01,-2.481956423169869618e-06,1.284885020430241893e-02
3.550000000000000000e+02,1.759158786119289637e+09,1.601562649011611938e-01,-1.525479853153228760e-01,-1.524343497630637717e-06,1.284492064350900922e-02
3.560000000000000000e+02,1.759158786134798765e+09,1.599144786596298218e-01,-1.525338888168334961e-01,-2.947345863397517393e-06,1.284067518549072799e-02
3.570000000000000000e+02,1.759158786150578022e+09,1.599191725254058838e-01,-1.524118185043334961e-01,-4.400334674262002779e-06,1.284672165074280184e-02
3.580000000000000000e+02,1.759158786167163372e+09,1.600365489721298218e-01,-1.525221616029739380e-01,-2.955233690448538798e-06,1.284936694043583606e-02
3.590000000000000000e+02,1.759158786182215452e+09,1.600506305694580078e-01,-1.523390561342239380e-01,-6.069468897003487461e-06,1.285173829222673730e-02
3.600000000000000000e+02,1.759158786196302176e+09,1.598956882953643799e-01,-1.524845957756042480e-01,-5.596206146953337221e-06,1.284563692353220613e-02
3.610000000000000000e+02,1.759158786213245630e+09,1.601163595914840698e-01,-1.523907035589218140e-01,-2.524557217345308716e-06,1.284674327839492765e-02
3.620000000000000000e+02,1.759158786229231119e+09,1.596562415361404419e-01,-1.523390561342239380e-01,-3.064093686830151356e-06,1.285643859855394554e-02
3.630000000000000000e+02,1.759158786243267536e+09,1.599308997392654419e-01,-1.524094790220260620e-01,-3.174540574671101095e-06,1.285616340941017274e-02
3.640000000000000000e+02,1.759158786259128571e+09,1.597172766923904419e-01,-1.524188667535781860e-01,-2.792757088144831993e-06,1.283736636286065408e-02
3.650000000000000000e+02,1.759158786275068760e+09,1.597736179828643799e-01,-1.524165123701095581e-01,-1.325548248770803958e-06,1.284177968331461604e-02
3.660000000000000000e+02,1.759158786290193319e+09,1.597900539636611938e-01,-1.525385826826095581e-01,-5.318521817401390102e-06,1.284690332806923650e-02
3.670000000000000000e+02,1.759158786305207253e+09,1.600248068571090698e-01,-1.524423360824584961e-01,-3.860800249764995165e-06,1.283789489977449870e-02
3.680000000000000000e+02,1.759158786321314812e+09,1.595670431852340698e-01,-1.523085385560989380e-01,-5.032976715973726473e-06,1.284531279338168089e-02
3.690000000000000000e+02,1.759158786336631060e+09,1.601468771696090698e-01,-1.524446904659271240e-01,-6.042657561629410145e-06,1.283589447376091638e-02
3.700000000000000000e+02,1.759158786353136063e+09,1.597783118486404419e-01,-1.522874087095260620e-01,-5.425812195235559948e-06,1.284197648888666179e-02
3.710000000000000000e+02,1.759158786369225740e+09,1.599731594324111938e-01,-1.523085385560989380e-01,-2.868471863783964400e-06,1.282873103408367459e-02
3.720000000000000000e+02,1.759158786385155916e+09,1.602055579423904419e-01,-1.524353027343750000e-01,-2.559348668575440029e-07,1.283985359495930061e-02
3.730000000000000000e+02,1.759158786400569916e+09,1.596562415361404419e-01,-1.523977369070053101e-01,-2.789591662125560327e-06,1.284157001202696109e-02
3.740000000000000000e+02,1.759158786416576624e+09,1.597618907690048218e-01,-1.523484438657760620e-01,-5.144973870998118375e-06,1.283311506368406407e-02
3.750000000000000000e+02,1.759158786431536198e+09,1.603159010410308838e-01,-1.524611264467239380e-01,-4.053263999151968901e-06,1.284051675404050685e-02
