frame_number,timestamp,max_value,min_value,mean_value,std_value
7.000000000000000000e+01,1.759158781684092999e+09,1.601985245943069458e-01,-1.525010317564010620e-01,-4.335657227590027699e-06,1.283987747977263782e-02
7.100000000000000000e+01,1.759158781701027155e+09,1.600600183010101318e-01,-1.524282544851303101e-01,-4.941472583148483396e-06,1.283659903433171517e-02
7.200000000000000000e+01,1.759158781715021372e+09,1.601093113422393799e-01,-1.525409370660781860e-01,-2.201147218348983457e-06,1.282663810073025878e-02
7.300000000000000000e+01,1.759158781730265141e+09,1.600459367036819458e-01,-1.523484438657760620e-01,-4.534449619151234182e-06,1.282088414058482270e-02
7.400000000000000000e+01,1.759158781744681120e+09,1.599121242761611938e-01,-1.523273140192031860e-01,-4.619642243508884500e-06,1.283655335985276445e-02
7.500000000000000000e+01,1.759158781760252714e+09,1.598393470048904419e-01,-1.522850543260574341e-01,-3.261306165989735377e-06,1.282744875666763477e-02
7.600000000000000000e+01,1.759158781776697636e+09,1.598182171583175659e-01,-1.522897481918334961e-01,-3.632051337193285614e-06,1.282542154894141667e-02
7.700000000000000000e+01,1.759158781792662382e+09,1.597031950950622559e-01,-1.525127738714218140e-01,-4.679601616736382480e-06,1.282837773638329827e-02
7.800000000000000000e+01,1.759158781808341742e+09,1.599496901035308838e-01,-1.523695737123489380e-01,-9.642801967952290201e-07,1.283056877455867120e-02
7.900000000000000000e+01,1.759158781823486805e+09,1.600060313940048218e-01,-1.523343622684478760e-01,-5.577252241917654980e-06,1.282387610703461869e-02
8.000000000000000000e+01,1.759158781838846684e+09,1.598370075225830078e-01,-1.522615849971771240e-01,-4.714289183868058162e-06,1.283094228415498396e-02
8.100000000000000000e+01,1.759158781854609728e+09,1.599708050489425659e-01,-1.523202657699584961e-01,-2.817973681402769341e-06,1.281882284511288127e-02
8.200000000000000000e+01,1.759158781870593071e+09,1.600717604160308838e-01,-1.522639244794845581e-01,-6.597977756523358329e-06,1.282436257526459698e-02
8.300000000000000000e+01,1.759158781885888577e+09,1.601938307285308838e-01,-1.524165123701095581e-01,-5.062949794769240009e-06,1.284838814199071137e-02
8.400000000000000000e+01,1.759158781900711775e+09,1.600740998983383179e-01,-1.522686332464218140e-01,-3.871849113514839010e-06,1.284563271431593892e-02
8.500000000000000000e+01,1.759158781917402983e+09,1.601727008819580078e-01,-1.523249596357345581e-01,-1.532206119820760299e-06,1.285296327766532500e-02
8.600000000000000000e+01,1.759158781933015108e+09,1.601140052080154419e-01,-1.523343622684478760e-01,-3.890790823650712245e-06,1.284143650302788618e-02
8.700000000000000000e+01,1.759158781949136496e+09,1.598158776760101318e-01,-1.521582901477813721e-01,-5.089767928585652638e-06,1.285291931976919287e-02
8.800000000000000000e+01,1.759158781964977980e+09,1.603088527917861938e-01,-1.524047851562500000e-01,-5.332737230592052680e-06,1.284426931729010235e-02
8.900000000000000000e+01,1.759158781980266809e+09,1.600787937641143799e-01,-1.524235606193542480e-01,-6.454409116326064506e-06,1.285334449964074637e-02
9.000000000000000000e+01,1.759158781994827986e+09,1.600576639175415039e-01,-1.524587720632553101e-01,-4.053271387726786753e-06,1.286340665528614043e-02
9.100000000000000000e+01,1.759158782011084318e+09,1.603910177946090698e-01,-1.523460894823074341e-01,-4.627510858401159415e-06,1.286590701310821178e-02
9.200000000000000000e+01,1.759158782027342081e+09,1.600576639175415039e-01,-1.523601859807968140e-01,-3.906563047282987247e-06,1.285962685608357109e-02
9.300000000000000000e+01,1.759158782042778015e+09,1.601468771696090698e-01,-1.523507833480834961e-01,-4.146341240741133607e-06,1.285741893714504452e-02
9.400000000000000000e+01,1.759158782058474064e+09,1.599003821611404419e-01,-1.523437500000000000e-01,-2.996265447804748775e-06,1.285672022151019417e-02
9.500000000000000000e+01,1.759158782072620392e+09,1.599238663911819458e-01,-1.522944420576095581e-01,-6.350292902964376531e-06,1.283984286446594736e-02
9.600000000000000000e+01,1.759158782089413166e+09,1.598158776760101318e-01,-1.523249596357345581e-01,-7.544512023956994371e-07,1.284183807763321014e-02
9.700000000000000000e+01,1.759158782104960680e+09,1.598604768514633179e-01,-1.522545367479324341e-01,-5.529911456728426561e-06,1.284852180752344905e-02
9.800000000000000000e+01,1.759158782120984554e+09,1.598135232925415039e-01,-1.522521972656250000e-01,-6.255645935100322748e-06,1.284680265827701194e-02
9.900000000000000000e+01,1.759158782137427807e+09,1.601609587669372559e-01,-1.524118185043334961e-01,-1.186723258194766003e-06,1.286222603602170736e-02
1.000000000000000000e+02,1.759158782152399540e+09,1.596163362264633179e-01,-1.522404551506042480e-01,-6.203567895632874533e-06,1.285731206109678310e-02
1.010000000000000000e+02,1.759158782168150187e+09,1.599919348955154419e-01,-1.522357612848281860e-01,-7.746491717543855919e-06,1.286022357714284442e-02
1.020000000000000000e+02,1.759158782183104038e+09,1.594872325658798218e-01,-1.525338888168334961e-01,-2.549781902080554868e-06,1.285078625325064734e-02
1.030000000000000000e+02,1.759158782198391914e+09,1.601210534572601318e-01,-1.523742675781250000e-01,-3.725118194926190142e-06,1.285797487542145526e-02
1.040000000000000000e+02,1.759158782214132547e+09,1.594379246234893799e-01,-1.523907035589218140e-01,-2.327333558521600465e-06,1.284294602852037621e-02
1.050000000000000000e+02,1.759158782229407549e+09,1.594449728727340698e-01,-1.523085385560989380e-01,-4.124275156689163510e-06,1.284288677202086865e-02
1.060000000000000000e+02,1.759158782244042158e+09,1.597618907690048218e-01,-1.524423360824584961e-01,-3.264455967403454795e-06,1.283961362869288567e-02
1.070000000000000000e+02,1.759158782260697842e+09,1.596914529800415039e-01,-1.523836553096771240e-01,-4.228397612436193438e-06,1.285085615309278229e-02
1.080000000000000000e+02,1.759158782275955677e+09,1.597876995801925659e-01,-1.522874087095260620e-01,-4.867334105922533564e-06,1.283231401848636440e-02
1.090000000000000000e+02,1.759158782291306496e+09,1.596351116895675659e-01,-1.524799019098281860e-01,-5.100816647476461404e-06,1.283953505605597151e-02
1.100000000000000000e+02,1.759158782306824207e+09,1.594003736972808838e-01,-1.523155719041824341e-01,-2.805359269216516673e-06,1.283898405060551577e-02
1.110000000000000000e+02,1.759158782322751045e+09,1.598792523145675659e-01,-1.523766070604324341e-01,-5.536243189992766980e-06,1.283161651364232540e-02
1.120000000000000000e+02,1.759158782338324547e+09,1.598534435033798218e-01,-1.523202657699584961e-01,-3.583121424092359464e-06,1.283456557072654158e-02
1.130000000000000000e+02,1.759158782354187250e+09,1.604379713535308838e-01,-1.526395380496978760e-01,-3.829247045710647079e-06,1.283672780208438419e-02
1.140000000000000000e+02,1.759158782369766235e+09,1.594754904508590698e-01,-1.524775475263595581e-01,-3.013595903269717631e-06,1.284361482382026347e-02
1.150000000000000000e+02,1.759158782386202812e+09,1.596327722072601318e-01,-1.525785028934478760e-01,8.910046899191784362e-07,1.283953675968214220e-02
1.160000000000000000e+02,1.759158782400865793e+09,1.593839377164840698e-01,-1.523390561342239380e-01,-2.881101326334994943e-06,1.284332921565232467e-02
1.170000000000000000e+02,1.759158782417542458e+09,1.600670665502548218e-01,-1.526465713977813721e-01,4.508506613300136773e-07,1.283815930418200600e-02
1.180000000000000000e+02,1.759158782432328224e+09,1.598417013883590698e-01,-1.524047851562500000e-01,-5.621436570123400387e-06,1.282836660678727571e-02
1.190000000000000000e+02,1.759158782446842909e+09,1.594027131795883179e-01,-1.525104194879531860e-01,-4.952515027870533876e-06,1.282858132914689760e-02
1.200000000000000000e+02,1.759158782462992191e+09,1.597266644239425659e-01,-1.524165123701095581e-01,-6.993959845410381747e-06,1.283531806745661155e-02
1.210000000000000000e+02,1.759158782478280783e+09,1.597266644239425659e-01,-1.524705141782760620e-01,-3.545282744022598674e-06,1.283612394987125593e-02
1.220000000000000000e+02,1.759158782493801355e+09,1.596374660730361938e-01,-1.525221616029739380e-01,-4.338832968092139418e-06,1.282206130945844937e-02
1.230000000000000000e+02,1.759158782508586645e+09,1.595646888017654419e-01,-1.523390561342239380e-01,-3.490063981738325950e-06,1.282973335263056305e-02
1.240000000000000000e+02,1.759158782523877621e+09,1.597994416952133179e-01,-1.523014903068542480e-01,-1.058937415422484388e-06,1.283787802022115163e-02
1.250000000000000000e+02,1.759158782539788008e+09,1.595858186483383179e-01,-1.522686332464218140e-01,-4.719034569200053494e-06,1.283473244665123830e-02
1.260000000000000000e+02,1.759158782556048393e+09,1.596703380346298218e-01,-1.525080651044845581e-01,1.086645086858087754e-06,1.283517929777200188e-02
1.270000000000000000e+02,1.759158782570840120e+09,1.595811247825622559e-01,-1.523296684026718140e-01,-5.051924650311159376e-06,1.283651891688954508e-02
1.280000000000000000e+02,1.759158782586153984e+09,1.594661027193069458e-01,-1.525104194879531860e-01,-4.326193766674287160e-06,1.284453522847403377e-02
1.290000000000000000e+02,1.759158782602145910e+09,1.601351350545883179e-01,-1.525972783565521240e-01,-5.023533553659495097e-06,1.284228736039659882e-02
1.300000000000000000e+02,1.759158782617565155e+09,1.594355851411819458e-01,-1.524564325809478760e-01,-4.398779756920165740e-06,1.283361632291647215e-02
1.310000000000000000e+02,1.759158782633416891e+09,1.594285368919372559e-01,-1.524845957756042480e-01,-3.950712140209283761e-06,1.284178563156274447e-02
1.320000000000000000e+02,1.759158782649167538e+09,1.594872325658798218e-01,-1.524845957756042480e-01,-5.998499006565946579e-07,1.284207899206055853e-02
1.330000000000000000e+02,1.759158782665186882e+09,1.599238663911819458e-01,-1.526043266057968140e-01,-3.392245729468345345e-06,1.284993251150246853e-02
1.340000000000000000e+02,1.759158782680232763e+09,1.594308912754058838e-01,-1.523413956165313721e-01,-5.558321538165161041e-06,1.285017776073204068e-02
1.350000000000000000e+02,1.759158782697371244e+09,1.594027131795883179e-01,-1.523930430412292480e-01,-2.691778779725003450e-06,1.283893561565217778e-02
1.360000000000000000e+02,1.759158782712346077e+09,1.595482677221298218e-01,-1.524986773729324341e-01,-7.329989840236423527e-06,1.283283574354457390e-02
1.370000000000000000e+02,1.759158782728023052e+09,1.599449962377548218e-01,-1.525127738714218140e-01,-1.248240359151627941e-06,1.283804676760165984e-02
1.380000000000000000e+02,1.759158782744189978e+09,1.592618674039840698e-01,-1.524775475263595581e-01,-5.107105670093357654e-06,1.284198446745850319e-02
1.390000000000000000e+02,1.759158782759197474e+09,1.596703380346298218e-01,-1.522475033998489380e-01,-2.112798243207248632e-06,1.283162293747626762e-02
1.400000000000000000e+02,1.759158782773906708e+09,1.594449728727340698e-01,-1.524306088685989380e-01,-5.211255130284469294e-06,1.285226815523771854e-02
1.410000000000000000e+02,1.759158782789608955e+09,1.592876911163330078e-01,-1.523108780384063721e-01,-3.594185231549168872e-06,1.283088917325060120e-02
1.420000000000000000e+02,1.759158782804913759e+09,1.593510657548904419e-01,-1.522310674190521240e-01,-6.582213126530062869e-06,1.283983968390721778e-02
1.430000000000000000e+02,1.759158782820681810e+09,1.597196310758590698e-01,-1.525291949510574341e-01,-2.721767627832299571e-06,1.283669988478704747e-02
1.440000000000000000e+02,1.759158782835790396e+09,1.592806428670883179e-01,-1.526348441839218140e-01,-2.862180026501005230e-06,1.283868395709794955e-02
1.450000000000000000e+02,1.759158782851709604e+09,1.598417013883590698e-01,-1.525315493345260620e-01,-1.499090849142214630e-06,1.284435411363711935e-02
1.460000000000000000e+02,1.759158782867234468e+09,1.595811247825622559e-01,-1.526418775320053101e-01,-4.346710338093358541e-06,1.283709363396948362e-02
1.470000000000000000e+02,1.759158782883324623e+09,1.594332307577133179e-01,-1.522052437067031860e-01,-1.830393535149068514e-06,1.284429987277046006e-02
1.480000000000000000e+02,1.759158782898480415e+09,1.593369841575622559e-01,-1.527334302663803101e-01,2.746303458804984027e-06,1.284547490645581921e-02
1.490000000000000000e+02,1.759158782913270712e+09,1.597384065389633179e-01,-1.525949239730834961e-01,-8.648878040227133860e-07,1.284283365494057541e-02
1.500000000000000000e+02,1.759158782929047108e+09,1.598064899444580078e-01,-1.524681597948074341e-01,-1.316083025250664291e-06,1.284481450012696022e-02
1.510000000000000000e+02,1.759158782945164919e+09,1.593698561191558838e-01,-1.525291949510574341e-01,9.904101733337651055e-07,1.284115418054834583e-02
1.520000000000000000e+02,1.759158782960392237e+09,1.595506072044372559e-01,-1.524071246385574341e-01,-5.122880834302924650e-06,1.284266741981618040e-02
1.530000000000000000e+02,1.759158782975023508e+09,1.598205715417861938e-01,-1.523484438657760620e-01,-6.526981195214810955e-06,1.284442393062316425e-02
1.540000000000000000e+02,1.759158782991203785e+09,1.598135232925415039e-01,-1.523507833480834961e-01,-3.417494844343700804e-06,1.282427090710075261e-02
1.550000000000000000e+02,1.759158783005977154e+09,1.592078655958175659e-01,-1.522404551506042480e-01,-7.129640670933851109e-06,1.283744128408261138e-02
1.560000000000000000e+02,1.759158783021314859e+09,1.600154191255569458e-01,-1.524540781974792480e-01,-5.266461387016592640e-06,1.284272914909669397e-02
1.570000000000000000e+02,1.759158783036604166e+09,1.597783118486404419e-01,-1.524681597948074341e-01,-2.019708766224979304e-06,1.283212786974728854e-02
1.580000000000000000e+02,1.759158783052406549e+09,1.596609354019165039e-01,-1.525057256221771240e-01,-2.600298414936283831e-06,1.284446949992953252e-02
1.590000000000000000e+02,1.759158783067868948e+09,1.601468771696090698e-01,-1.524306088685989380e-01,-6.456009554244457555e-07,1.282293071881172863e-02
1.600000000000000000e+02,1.759158783084251642e+09,1.598182171583175659e-01,-1.525127738714218140e-01,-4.900470771730475163e-06,1.283355922716442402e-02
1.610000000000000000e+02,1.759158783099925756e+09,1.600717604160308838e-01,-1.525104194879531860e-01,-5.440004275578024552e-06,1.282506877158019233e-02
1.620000000000000000e+02,1.759158783114862680e+09,1.600224524736404419e-01,-1.524752080440521240e-01,-5.059792278847873599e-06,1.284808355854407877e-02
1.630000000000000000e+02,1.759158783129989862e+09,1.595670431852340698e-01,-1.524822562932968140e-01,-4.719020004602019543e-06,1.283931135661861220e-02
1.640000000000000000e+02,1.759158783144268751e+09,1.600224524736404419e-01,-1.524446904659271240e-01,-7.746489783645175008e-06,1.284764874951084546e-02
1.650000000000000000e+02,1.759158783159968853e+09,1.595975607633590698e-01,-1.522240191698074341e-01,-1.461240258389738927e-06,1.283633587765370399e-02
1.660000000000000000e+02,1.759158783175908566e+09,1.596351116895675659e-01,-1.523014903068542480e-01,-5.455779914857992826e-06,1.284908378487203788e-02
1.670000000000000000e+02,1.759158783190647602e+09,1.599849015474319458e-01,-1.524634659290313721e-01,-3.546836102448954524e-06,1.284775489925981708e-02
1.680000000000000000e+02,1.759158783206965208e+09,1.594661027193069458e-01,-1.523343622684478760e-01,-4.035916465448534954e-06,1.284372306626907316e-02
1.690000000000000000e+02,1.759158783222737312e+09,1.599802076816558838e-01,-1.524611264467239380e-01,-4.263010756252090813e-07,1.284619532154582418e-02
1.700000000000000000e+02,1.759158783238559484e+09,1.599778532981872559e-01,-1.521794199943542480e-01,-5.279089890411332278e-06,1.283753023162907854e-02
1.710000000000000000e+02,1.759158783253740788e+09,1.596961468458175659e-01,-1.521747261285781860e-01,-1.114157073754628736e-06,1.283247192507896116e-02
1.720000000000000000e+02,1.759158783269440413e+09,1.591538786888122559e-01,-1.522052437067031860e-01,-2.931578884945876264e-06,1.284529301223368350e-02
1.730000000000000000e+02,1.759158783285153627e+09,1.599989831447601318e-01,-1.524423360824584961e-01,-5.466825523863692659e-06,1.283499417936860218e-02
1.740000000000000000e+02,1.759158783300384283e+09,1.594261974096298218e-01,-1.522287130355834961e-01,-1.297149802815178647e-06,1.284187044958551120e-02
1.750000000000000000e+02,1.759158783316927433e+09,1.593557596206665039e-01,-1.522381156682968140e-01,-3.114611688158308179e-06,1.283793765993402301e-02
1.760000000000000000e+02,1.759158783332403183e+09,1.599097698926925659e-01,-1.523789614439010620e-01,-2.802210300283834520e-06,1.284062377006032346e-02
1.770000000000000000e+02,1.759158783348393440e+09,1.598463952541351318e-01,-1.522193253040313721e-01,-1.071551556227253291e-06,1.282975885165735241e-02
1.780000000000000000e+02,1.759158783364136934e+09,1.597219705581665039e-01,-1.524000912904739380e-01,-3.474288558677276243e-06,1.283640983579365132e-02
1.790000000000000000e+02,1.759158783379601002e+09,1.597900539636611938e-01,-1.524423360824584961e-01,-5.900665690331553206e-06,1.283678245979267760e-02
1.800000000000000000e+02,1.759158783395105839e+09,1.594661027193069458e-01,-1.522568911314010620e-01,-3.934948654571804734e-06,1.283823880568207149e-02
1.810000000000000000e+02,1.759158783410987616e+09,1.597783118486404419e-01,-1.523648798465728760e-01,-2.743855138033058213e-06,1.283926581803623151e-02
1.820000000000000000e+02,1.759158783427423716e+09,1.598323136568069458e-01,-1.522075980901718140e-01,-6.198827494032347178e-06,1.283817672911250971e-02
1.830000000000000000e+02,1.759158783442150116e+09,1.598651707172393799e-01,-1.524564325809478760e-01,-5.820222642591209895e-06,1.283656671045770546e-02
1.840000000000000000e+02,1.759158783459178209e+09,1.597806662321090698e-01,-1.522944420576095581e-01,-6.123114719831656342e-06,1.283408308317957221e-02
1.850000000000000000e+02,1.759158783475079536e+09,1.601938307285308838e-01,-1.522944420576095581e-01,-7.213238157410697538e-06,1.283936122156874478e-02
1.860000000000000000e+02,1.759158783490485430e+09,1.599755138158798218e-01,-1.522146314382553101e-01,-5.053485461031971757e-06,1.283356908283456686e-02
1.870000000000000000e+02,1.759158783506188631e+09,1.599168181419372559e-01,-1.521277725696563721e-01,-2.537166244534453631e-06,1.283653779090128746e-02
